2021-01-25 23:00:06 - configuration_utils.py[line:281] - INFO: loading configuration file ./pretrained_model/chinese_roberta_wwm_ext\config.json
2021-01-25 23:00:06 - configuration_utils.py[line:319] - INFO: Model config BertConfig {
  "_num_labels": 2,
  "architectures": [
    "BertForMaskedLM"
  ],
  "attention_probs_dropout_prob": 0.1,
  "bad_words_ids": null,
  "bos_token_id": 0,
  "decoder_start_token_id": null,
  "directionality": "bidi",
  "do_sample": false,
  "early_stopping": false,
  "eos_token_id": 2,
  "finetuning_task": null,
  "hidden_act": "gelu",
  "hidden_dropout_prob": 0.1,
  "hidden_size": 768,
  "id2label": {
    "0": "LABEL_0",
    "1": "LABEL_1"
  },
  "initializer_range": 0.02,
  "intermediate_size": 3072,
  "is_decoder": false,
  "is_encoder_decoder": false,
  "label2id": {
    "LABEL_0": 0,
    "LABEL_1": 1
  },
  "layer_norm_eps": 1e-12,
  "length_penalty": 1.0,
  "max_length": 20,
  "max_position_embeddings": 512,
  "min_length": 0,
  "model_type": "bert",
  "no_repeat_ngram_size": 0,
  "num_attention_heads": 12,
  "num_beams": 1,
  "num_hidden_layers": 12,
  "num_return_sequences": 1,
  "output_attentions": false,
  "output_hidden_states": false,
  "output_past": true,
  "pad_token_id": 1,
  "pooler_fc_size": 768,
  "pooler_num_attention_heads": 12,
  "pooler_num_fc_layers": 3,
  "pooler_size_per_head": 128,
  "pooler_type": "first_token_transform",
  "prefix": null,
  "pruned_heads": {},
  "repetition_penalty": 1.0,
  "task_specific_params": null,
  "temperature": 1.0,
  "top_k": 50,
  "top_p": 1.0,
  "torchscript": false,
  "type_vocab_size": 2,
  "use_bfloat16": false,
  "vocab_size": 21128
}

2021-01-25 23:00:06 - modeling_utils.py[line:505] - INFO: loading weights file ./pretrained_model/chinese_roberta_wwm_ext\pytorch_model.bin
2021-01-25 23:00:27 - train.py[line:105] - INFO: epoch 0, step 50, loss 87.4176, start_f1 0.0573, end_f1 0.0531
2021-01-25 23:00:40 - train.py[line:105] - INFO: epoch 0, step 100, loss 68.4835, start_f1 0.0447, end_f1 0.0526
2021-01-25 23:00:53 - train.py[line:105] - INFO: epoch 0, step 150, loss 53.4533, start_f1 0.0496, end_f1 0.0000
2021-01-25 23:01:06 - train.py[line:105] - INFO: epoch 0, step 200, loss 29.1307, start_f1 0.0000, end_f1 0.0000
2021-01-25 23:01:19 - train.py[line:105] - INFO: epoch 0, step 250, loss 13.2094, start_f1 0.0000, end_f1 0.0000
2021-01-25 23:01:32 - train.py[line:105] - INFO: epoch 0, step 300, loss 8.0904, start_f1 0.0000, end_f1 0.0000
2021-01-25 23:01:45 - train.py[line:105] - INFO: epoch 0, step 350, loss 6.4595, start_f1 0.5143, end_f1 0.0833
2021-01-25 23:01:58 - train.py[line:105] - INFO: epoch 0, step 400, loss 4.7381, start_f1 0.6842, end_f1 0.3333
2021-01-25 23:02:11 - train.py[line:105] - INFO: epoch 0, step 450, loss 4.2852, start_f1 0.7391, end_f1 0.4706
2021-01-25 23:02:24 - train.py[line:105] - INFO: epoch 0, step 500, loss 2.6545, start_f1 0.7222, end_f1 0.7368
2021-01-25 23:02:37 - train.py[line:105] - INFO: epoch 0, step 550, loss 3.5170, start_f1 0.7500, end_f1 0.6957
2021-01-25 23:02:50 - train.py[line:105] - INFO: epoch 0, step 600, loss 3.3149, start_f1 0.6667, end_f1 0.7556
2021-01-25 23:03:03 - train.py[line:105] - INFO: epoch 0, step 650, loss 1.2780, start_f1 0.8837, end_f1 0.9524
2021-01-25 23:03:16 - train.py[line:105] - INFO: epoch 0, step 700, loss 2.4323, start_f1 0.8302, end_f1 0.8814
2021-01-25 23:03:30 - train.py[line:105] - INFO: epoch 0, step 750, loss 2.6141, start_f1 0.8627, end_f1 0.8571
2021-01-25 23:03:43 - train.py[line:105] - INFO: epoch 0, step 800, loss 1.9231, start_f1 0.9268, end_f1 0.9268
2021-01-25 23:03:56 - train.py[line:105] - INFO: epoch 0, step 850, loss 2.4716, start_f1 0.8372, end_f1 0.8889
2021-01-25 23:04:09 - train.py[line:105] - INFO: epoch 0, step 900, loss 2.5613, start_f1 0.8649, end_f1 0.8421
2021-01-25 23:04:22 - train.py[line:105] - INFO: epoch 0, step 950, loss 1.0533, start_f1 0.9130, end_f1 0.9778
2021-01-25 23:04:35 - train.py[line:105] - INFO: epoch 0, step 1000, loss 2.0056, start_f1 0.9091, end_f1 0.9231
2021-01-25 23:04:48 - train.py[line:105] - INFO: epoch 0, step 1050, loss 0.9996, start_f1 0.9091, end_f1 0.9545
2021-01-25 23:05:02 - train.py[line:105] - INFO: epoch 0, step 1100, loss 2.2134, start_f1 0.8846, end_f1 0.9434
2021-01-25 23:05:15 - train.py[line:105] - INFO: epoch 0, step 1150, loss 1.4765, start_f1 0.8846, end_f1 0.9388
2021-01-25 23:05:28 - train.py[line:105] - INFO: epoch 0, step 1200, loss 1.1745, start_f1 0.9524, end_f1 0.9524
2021-01-25 23:05:41 - train.py[line:105] - INFO: epoch 0, step 1250, loss 0.8443, start_f1 0.9302, end_f1 0.9767
2021-01-25 23:05:54 - train.py[line:105] - INFO: epoch 0, step 1300, loss 0.5522, start_f1 0.9787, end_f1 0.9583
2021-01-25 23:06:07 - train.py[line:105] - INFO: epoch 0, step 1350, loss 0.8101, start_f1 0.9412, end_f1 0.9804
2021-01-25 23:06:21 - train.py[line:105] - INFO: epoch 0, step 1400, loss 0.4330, start_f1 0.9804, end_f1 0.9804
2021-01-25 23:06:34 - train.py[line:105] - INFO: epoch 0, step 1450, loss 1.8658, start_f1 0.9333, end_f1 0.9333
2021-01-25 23:06:47 - train.py[line:105] - INFO: epoch 0, step 1500, loss 0.4424, start_f1 0.9787, end_f1 0.9787
2021-01-25 23:07:00 - train.py[line:105] - INFO: epoch 0, step 1550, loss 0.9441, start_f1 0.9362, end_f1 0.9583
2021-01-25 23:07:13 - train.py[line:105] - INFO: epoch 0, step 1600, loss 0.4811, start_f1 1.0000, end_f1 0.9851
