2021-01-26 15:49:40 - configuration_utils.py[line:281] - INFO: loading configuration file ./pretrained_model/chinese_roberta_wwm_ext\config.json
2021-01-26 15:49:40 - configuration_utils.py[line:319] - INFO: Model config BertConfig {
  "_num_labels": 2,
  "architectures": [
    "BertForMaskedLM"
  ],
  "attention_probs_dropout_prob": 0.1,
  "bad_words_ids": null,
  "bos_token_id": 0,
  "decoder_start_token_id": null,
  "directionality": "bidi",
  "do_sample": false,
  "early_stopping": false,
  "eos_token_id": 2,
  "finetuning_task": null,
  "hidden_act": "gelu",
  "hidden_dropout_prob": 0.1,
  "hidden_size": 768,
  "id2label": {
    "0": "LABEL_0",
    "1": "LABEL_1"
  },
  "initializer_range": 0.02,
  "intermediate_size": 3072,
  "is_decoder": false,
  "is_encoder_decoder": false,
  "label2id": {
    "LABEL_0": 0,
    "LABEL_1": 1
  },
  "layer_norm_eps": 1e-12,
  "length_penalty": 1.0,
  "max_length": 20,
  "max_position_embeddings": 512,
  "min_length": 0,
  "model_type": "bert",
  "no_repeat_ngram_size": 0,
  "num_attention_heads": 12,
  "num_beams": 1,
  "num_hidden_layers": 12,
  "num_return_sequences": 1,
  "output_attentions": false,
  "output_hidden_states": false,
  "output_past": true,
  "pad_token_id": 1,
  "pooler_fc_size": 768,
  "pooler_num_attention_heads": 12,
  "pooler_num_fc_layers": 3,
  "pooler_size_per_head": 128,
  "pooler_type": "first_token_transform",
  "prefix": null,
  "pruned_heads": {},
  "repetition_penalty": 1.0,
  "task_specific_params": null,
  "temperature": 1.0,
  "top_k": 50,
  "top_p": 1.0,
  "torchscript": false,
  "type_vocab_size": 2,
  "use_bfloat16": false,
  "vocab_size": 21128
}

2021-01-26 15:49:41 - modeling_utils.py[line:505] - INFO: loading weights file ./pretrained_model/chinese_roberta_wwm_ext\pytorch_model.bin
2021-01-26 15:50:24 - train.py[line:106] - INFO: epoch 0, step 50, loss 244.6060, start_f1 0.0079, end_f1 0.0065
2021-01-26 15:50:55 - train.py[line:106] - INFO: epoch 0, step 100, loss 205.4298, start_f1 0.0061, end_f1 0.0043
2021-01-26 15:51:27 - train.py[line:106] - INFO: epoch 0, step 150, loss 147.6150, start_f1 0.0052, end_f1 0.0049
2021-01-26 15:51:59 - train.py[line:106] - INFO: epoch 0, step 200, loss 81.9295, start_f1 0.0000, end_f1 0.0000
2021-01-26 15:52:31 - train.py[line:106] - INFO: epoch 0, step 250, loss 26.1782, start_f1 0.0000, end_f1 0.0000
2021-01-26 15:53:03 - train.py[line:106] - INFO: epoch 0, step 300, loss 5.9031, start_f1 0.0000, end_f1 0.0000
2021-01-26 15:53:35 - train.py[line:106] - INFO: epoch 0, step 350, loss 3.5009, start_f1 0.0000, end_f1 0.0000
2021-01-26 15:54:07 - train.py[line:106] - INFO: epoch 0, step 400, loss 2.9800, start_f1 0.0000, end_f1 0.0000
2021-01-26 15:54:39 - train.py[line:106] - INFO: epoch 0, step 450, loss 2.4863, start_f1 0.3750, end_f1 0.4444
2021-01-26 15:55:11 - train.py[line:106] - INFO: epoch 0, step 500, loss 1.7023, start_f1 0.4667, end_f1 0.4000
2021-01-26 15:55:43 - train.py[line:106] - INFO: epoch 0, step 550, loss 1.8300, start_f1 0.5200, end_f1 0.7636
2021-01-26 15:56:15 - train.py[line:106] - INFO: epoch 0, step 600, loss 1.7511, start_f1 0.6667, end_f1 0.8000
2021-01-26 15:56:47 - train.py[line:106] - INFO: epoch 0, step 650, loss 0.8373, start_f1 0.7500, end_f1 0.6923
2021-01-26 15:57:19 - train.py[line:106] - INFO: epoch 0, step 700, loss 1.3042, start_f1 0.7500, end_f1 0.7857
2021-01-26 15:57:51 - train.py[line:106] - INFO: epoch 0, step 750, loss 0.6120, start_f1 0.8889, end_f1 0.8421
2021-01-26 15:58:23 - train.py[line:106] - INFO: epoch 0, step 800, loss 0.5338, start_f1 0.8108, end_f1 0.8108
